Owning Your Own Shadow,Robert A. Johnson,Self-Help,1993
The World's Religions,Huston Smith,History,1991
Muhammad,Karen Armstrong,Biography & Autobiography,1993
A Manual for Living,Epictetus,Religion,1994
The Pilgrimage,Paulo Coelho;Alan R. Clarke,Fiction,1995
The Valkyries,Paulo Coelho,Fiction,1996
Rainforest Home Remedies,Rosita Arvigo;Nadine Epstein,Health & Fitness,2001
A Circle of Quiet,Madeleine L'Engle,Religion,1984
Bulfinch's Mythology,Richard P. Martin,Reference,1991
Romanticism,Hugh Honour,Art,1979
Betsy-Tacy,Maud Hart Lovelace,Juvenile Fiction,1993
Betsy and Tacy Go Over the Big Hill,Maud Hart Lovelace,Juvenile Fiction,1993
Heaven to Betsy,Maud Hart Lovelace,Juvenile Fiction,1945
Let the Hurricane Roar,Rose Wilder Lane,Families,1985
The Wish Giver,Bill Brittain,Juvenile Fiction,1986
Racso and the Rats of NIMH,Jane Leslie Conly,Juvenile Fiction,1988
Child of the Owl,Laurence Yep,Juvenile Fiction,1990
"R-T, Margaret, and the Rats of NIMH",Jane Leslie Conly,Juvenile Fiction,1991
The Rainbow People,Laurence Yep,Juvenile Fiction,1992
Dragon's Gate,Laurence Yep,Juvenile Fiction,1995
Betsy's Wedding,Maud Hart Lovelace,Juvenile Fiction,1996
Betsy and the Great World,Maud Hart Lovelace,Juvenile Fiction,1996
Betsy and Joe,Maud Hart Lovelace,Juvenile Fiction,1995
Betsy Was a Junior,Maud Hart Lovelace,Juvenile Fiction,1995
Crazy Lady!,Jane Leslie Conly,Juvenile Fiction,1995
Strawberry Girl 60th Anniversary Edition,Lois Lenski,Juvenile Fiction,1995
Seven Spiders Spinning,Gregory Maguire,Juvenile Fiction,1995
American Dragons,Laurence Yep,Juvenile Fiction,1995
The Midwife's Apprentice (rpkg),Karen Cushman,Juvenile Fiction,1996
Winter on the Farm,Laura Ingalls Wilder,Juvenile Fiction,1997
Down to the Bonny Glen,Melissa Wiley,Juvenile Fiction,2001
Monster,Walter Dean Myers,Juvenile Fiction,2001
Emily of Deep Valley,Maud Hart Lovelace,Juvenile Fiction,2000
The Trumpet of the Swan,E. B. White,Juvenile Fiction,2000
The Good Liar,Gregory Maguire,Juvenile Fiction,2002
Old Town in the Green Groves,Cynthia Rylant;Jim LaMarche,Juvenile Fiction,2004
Howl's Moving Castle,Diana Wynne Jones,Juvenile Fiction,2001
Four Stupid Cupids,Gregory Maguire,Juvenile Fiction,2001
Charlotte's Web (full color),E. B. White,Juvenile Fiction,2001
Little House Friends,Heather Henson;Laura Ingalls Wilder,Juvenile Fiction,1998
Christmas Stories,Laura Ingalls Wilder,Juvenile Fiction,1998
Winter Days in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,1995
Christmas in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,1997
A Little House Birthday,Laura Ingalls Wilder,Juvenile Fiction,1998
The Deer in the Wood,Laura Ingalls Wilder,Juvenile Fiction,1999
A Little Prairie House,Laura Ingalls Wilder,Juvenile Fiction,1999
Grizzwold,Syd Hoff,Juvenile Fiction,1984
Chester,Syd Hoff,Juvenile Fiction,1986
Captain Cat,Syd Hoff,Juvenile Fiction,1994
My Little House Crafts Book,Carolyn Strom Collins,Juvenile Nonfiction,1998
Pioneer Girl,William Anderson,Juvenile Nonfiction,2000
Shade's Children (rack),Garth Nix,Juvenile Fiction,1998
All-American Girl,Meg Cabot,Juvenile Fiction,2003
Hexwood,Diana Wynne Jones,Young Adult Fiction,2002
A Light in the Attic Book and CD,Shel Silverstein,Juvenile Nonfiction,2001
The Chronicles of Narnia (adult),C. S. Lewis,Fiction,2001
What Would Machiavelli Do?,Stanley Bing,Humor,2002
The Sense of Wonder,Rachel Carson,Nature,1998
Virgin,James Patterson,Fiction,1980
Mission Possible,Ken Blanchard;Terry Waghorn,Business & Economics,1999
Crucial Conversations,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,Business & Economics,2002
How to Talk to Anyone : 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Family & Relationships,2003
"Easy French Reader, Second Edition",R. de Roussy de Sales,Foreign Language Study,2003
Slim to None,Jennifer Hendricks,Biography & Autobiography,2004
Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,Foreign Language Study,2005
"Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition",Laurence Brunton;John Lazo;Keith Parker,Medical,2005
"Incident Response & Computer Forensics, 2nd Ed.",Kevin Mandia;Chris Prosise,Computers,2003
The Last Dance,Lynne Ann DeSpelder;Albert Lee Strickland,Social Science,2005
Heat and Mass Transfer,Yunus A. Çengel,Heat,2006
The Complete Works,Tacitus,History,1964
My Sweet-orange Tree,José Mauro de Vasconcelos,Juvenile Nonfiction,1983
Who Moved My Cheese?,Spencer Johnson,Self-Help,2002
How to Have a Beautiful Mind,Edward De Bono,Self-Help,2004
The Toy Maker,Anthony McReavy,Biography & Autobiography,2004
Darwin's Watch,Terry Pratchett;Ian Stewart;Jack Sidney Cohen,Cosmology,2006
A Time to Kill,John Grisham,Fiction,1992
"""Surely You're Joking, Mr. Feynman!""",Richard Phillips Feynman;Ralph Leighton,Physicists,1992
Timequake,Kurt Vonnegut,Fiction,1998
Blood and Gold,Anne Rice,Fiction,2002
An Imaginary Life,David Malouf,Australian fiction,1999
The Great World,David Malouf,Australia,1999
The Risk Pool,Richard Russo,Families,1998
Survivor,Chuck Palahniuk,American fiction,2000
Bagombo Snuff Box,Kurt Vonnegut,American fiction,2000
Ali and Nino,Kurban Said,Azerbaijan,2000
A Star Called Henry,Roddy Doyle,Dublin (Ireland),2000
Set this House on Fire,William Styron,Americans,2001
The Confessions of Nat Turner,William Styron,Slave insurrections,2004
Experience,Martin Amis,"Amis, Kingsley",2001
Hannibal,Thomas Harris,Dangerously mentally ill,2000
Operation Shylock,Philip Roth,American literature,1994
The First Forty-nine Stories,Ernest Hemingway,Fiction,1993
The Professor of Desire,Philip Roth,,1995
The Phantom Menace,Terry Brooks;George Lucas,Life on other planets,2000
Traitor,Matthew Woodring Stover,Science fiction,2002
Star by Star,Troy Denning,Life on other planets,2002
Fury,Salman Rushdie,Anger,2002
Yeats is Dead!,Joseph O'Connor,Comedy,2002
Choke,Chuck Palahniuk,Alzheimer's disease,2002
The Dying Animal,Philip Roth,College teachers,2002
Illusions,Richard Bach,Adventure stories,2001
In the Pond,Ha Jin,China,2002
How to Travel with a Salmon and Other Essays,Umberto Eco,Essays,2001
The Trial,Franz Kafka,Fiction,2001
Turtle Moon,Alice Hoffman,Mothers and sons,2002
Atonement,Ian McEwan,Atonement,2002
A Birthday for Frances,Russell Hoban,Badgers,1968
The Gangs of New York,Herbert Asbury,Gangs,2002
The Whore's Child and Other Stories,Richard Russo,Human behavior,2003
In Watermelon Sugar,Richard Brautigan,Social action,2002
Blackwood Farm,Anne Rice,Horror,2003
The Carpenter's Pencil,Manuel Rivas,Galicia (Spain : Region),2003
Sputnik Sweetheart,Haruki Murakami,Businesswomen,2002
"South of the Border, West of the Sun",Haruki Murakami,Domestic fiction,2003
The Elephant Vanishes,Haruki Murakami,Japan,2003
Dance Dance Dance,Haruki Murakami,Crime investigation,2003
The Rings of Saturn,Winfried Georg Sebald,"Authors, German",2002
Elephant,Raymond Carver,"Short stories, American",2003
"Will You Please be Quiet, Please",Raymond Carver,Short stories,2003
The Time of Our Singing,Richard Powers,African Americans,2004
The Spook's Apprentice,Joseph Delaney,Exorcism,2005
Human Traces,Sebastian Faulks,Europe,2006
Blood Canticle,Anne Rice,Horror tales,2004
Underground,Haruki Murakami,Cults,2003
Open House,Elizabeth Berg,Divorced women,2003
Like a Charm,Karin Slaughter,Bracelets,2004
Bleachers,John Grisham,Death,2004
Earthly Powers,Anthony Burgess,Fiction,2004
The Mummy,Anne Rice,Egyptologists,2004
Lasher,Anne Rice,Demonology,2004
Survivor's Quest,Timothy Zahn,Life on other planets,2005
Women Who Love Too Much,Robin Norwood,Alcoholics,2004
The Talisman Ring,Georgette Heyer,Great Britain,2005
The Convenient Marriage,Georgette Heyer,Fiction,2005
Lady of Quality,Georgette Heyer,Fiction,2005
A Very Long Engagement,Sébastien Japrisot,Feature films [DVD],2004
False Colours,Georgette Heyer,Brothers,2005
Sprig Muslin,Georgette Heyer,England,2005
Catch-22,Joseph Heller,Fiction,1994
The Quiet American,Graham Greene,Americans,2004
The Heart of the Matter,Graham Greene,Fiction,2004
The End of the Affair,Graham Greene,Adultery,2004
Enduring Love,Ian McEwan,Accidents,2004
For Whom the Bell Tolls,Ernest Hemingway,Americans,2005
Skipping Christmas,John Grisham,Christmas,2004
All Quiet on the Western Front,Erich Maria Remarque,"World War, 1914-1918",2005
Watermelon,Marian Keyes,Fiction,2005
The Invisible Writing,Arthur Koestler,"Authors, English",2005
Dublin 4,Maeve Binchy,Domestic fiction,2006
Circle of Friends,Maeve Binchy,College attendance,2006
"Victoria Line, Central Line",Maeve Binchy,London (England),2006
Firefly Summer,Maeve Binchy,Domestic fiction,2006
Airframe,Michael Crichton,Adventure stories,1997
Midnight's Children,Salman Rushdie,Children of the rich,1995
Sabbath's Theater,Philip Roth,American fiction,1996
Civilwarland in Bad Decline,George Saunders,Short stories,1997
Six Memos for the Next Millennium,Italo Calvino,Literature,1996
Total Recall,Piers Anthony,Fiction,1990
London Fields,Martin Amis,City and town life,1999
"Cry, the Beloved Country",Alan Paton,Classical fiction,2002
American Pastoral,Philip Roth,American literature,1998
Deception,Philip Roth,Adultery,1991
A Farewell to Arms,Ernest Hemingway,War,1994
Cross Stitch,Diana Gabaldon,Historical fiction,1992
Ratner's Star,Don DeLillo,Life on other planets,1976
Things Fall Apart,Chinua Achebe;Sandra Widner,Igbo (African people),2000
C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,Computers,2002
Java,Walter J. Savitch,Computers,2005
Leadership in Organizations,Gary A. Yukl,Business & Economics,2006
Organized Crime,Michael D. Lyman;Gary W. Potter,Law,2007
World Studies: Eastern Hemisphere,Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur,Juvenile Nonfiction,2004
Astronomy,Eric Chaisson;Stephen McMillan,Mathematics,2006
The African-American Odyssey,Darlene Clark Hine;William C. Hine;Stanley Harrold,History,2005
The Visual Arts,Hugh Honour;John Fleming,Art,2005
Three Genres,Stephen Minot,Language Arts & Disciplines,2006
Data Structures and Abstractions with Java,Frank M. Carrano,Computers,2007
Social Psychology,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,Psychology,2007
Big Money,Pelham G. Wodehouse,Fiction,1973
Kiss Kiss,Roald Dahl,Fiction,1962
The Nice and the Good,Iris Murdoch,Fiction,1978
Switch Bitch,Roald Dahl,Fiction,1976
The Pearl,John Steinbeck,,1987
My Uncle Oswald,Roald Dahl,Fiction,1980
Wodehouse on crime,,,1981
Water Music,T. Coraghessan Boyle,Fiction,1981
Roald Dahl's Book of Ghost Stories,Roald Dahl,"Ghost stories, American",1985
"I, Claudius and Claudius the God",Robert Graves,Autobiographical fiction,1986
The New York Trilogy,Paul Auster,,1987
The Pigeon,Patrick Süskind,Pigeons,1989
You Bright and Risen Angels,William T. Vollmann,Fiction,1988
Moon Palace,Paul Auster,Fiction,1989
The Job,William S. Burroughs,Biography & Autobiography,1989
Americana,Don DeLillo,Fiction,1989
Q E D,Richard Phillips Feynman,Electrons,1990
Love's Executioner,Irvin D. Yalom,Existential psychotherapy,1991
East is East,T. Coraghessan Boyle,Fiction,1991
Ways of Seeing,John Berger;Sven Blomberg;Chris Fox;Michael Dibb;Richard Hollis,Art,1972
Montaillou,Emmanuel Le Roy Ladurie,Albigenses,1990
L'usage de plaisirs,Michel Foucault,Sex,1992
Case Histories I,Sigmund Freud,Child analysis,1990
The Big Rock Candy Mountain,Wallace Stegner,Fiction,1943
The Spectator Bird,Wallace Earle Stegner;Wallace Stegner,Fiction,1976
Sailor Song,Ken Kesey,Fiction,1993
The Best of Young British Novelists,Bill Buford,Fiction,1993
Liar's Poker,Michael M. Lewis,Biography & Autobiography,1990
The Anglo-Saxons,James Campbell,History,1991
Journal of a Novel,John Steinbeck,Literary Criticism,1969
We Were the Rats,Lawson Glassop,"Tobruk, Battles of, 1941-1942",1991
The Portable James Joyce,James Joyce,Literary Collections,1985
The Portable Dorothy Parker,Dorothy Parker,Literary Collections,1976
Mao II,Don DeLillo,Fiction,1992
ALEXANDRIA QUARTET,LAWRENCE DURRELL,,1991
Justine,Lawrence Durrell,Fiction,1991
Clea,Lawrence Durrell,Fiction,1991
The Music of Chance,Paul Auster,Fiction,1991
Libra,Don DeLillo,Fiction,1991
The Assault,Reinaldo Arenas;Andrew Hurley,Fiction,1995
One Hundred Years of Solitude,Gabriel García Márquez;Gregory Rabassa,Latin America,1996
Chickenhawk - Back in the World,Robert Mason,Biography & Autobiography,1994
Beyond the Hundredth Meridian,Wallace Stegner,Biography & Autobiography,1992
Ludwig Wittgenstein,Ray Monk,Biography & Autobiography,1991
Of Mice and Men,John Steinbeck,Fiction,1993
Leviathan,Paul Auster,Fiction,1993
The Roses of No Man's Land,Lyn MacDonald,History,1993
Essays,Michel de Montaigne,Literary Collections,1993
Untouchable,Mulk Anand,Fiction,1940
The Third Man and the Fallen Idol,Graham Greene,Fiction,1977
Collected Short Stories,Graham Greene,Fiction,1986
J R,William Gaddis,Fiction,1993
North of South,Shiva Naipaul,Social Science,1996
The Monkey's Wrench,Primo Levi,Fiction,1995
Six Characters in Search of an Author and Other Plays,Luigi Pirandello,Drama,1995
Humboldt's Gift,Saul Bellow,Fiction,1996
The Crucible,Arthur Miller,Drama,1995
Species of Spaces and Other Pieces,Georges Perec,Literary Collections,1997
The Act of Creation,Arthur Koestler,Philosophy,1964
The Ghost in the Machine,Arthur Koestler,Philosophy,1990
"I Ching, Or, Book of Changes",Richard Wilhelm;Cary F. Baynes,Confucianism,1989
I Ching,John Blofeld,"Body, Mind & Spirit",1991
Holy Madness,Georg Feuerstein,Religion,1992
The Beloved,Kahlil Gibran;John Walbridge,Fiction,1997
Who are You?,Malcolm Godwin,"Body, Mind & Spirit",2000
Harvesting the Heart,Jodi Picoult,Fiction,1995
Whores for Gloria,William T. Vollmann,Fiction,1994
"Selected letters, 1940-1956",Jack Kerouac;Ann Charters,Biography & Autobiography,1996
Regeneration,Pat Barker,Fiction,1997
"Raise High the Roof Beam, Carpenters and Seymour",Jerome David Salinger,American fiction,1994
For Esmé - with Love and Squalor,Jerome David Salinger,Fiction,1994
The Tortilla Curtain,T. Coraghessan Boyle,Fiction,1996
How the Mind Works,Steven Pinker,Philosophy,1999
The Crucible,Arthur Miller,Drama,1996
Death of a Salesman,Gerald Clifford Weales,Drama,1967
Dubliners,James Joyce;Robert Scholes;A. Walton Litz,Fiction,1996
The Coming Plague,Laurie Garrett,Medical,1995
The Making of Pride and Prejudice,Sue Birtwistle;Susie Conklin,Performing Arts,1995
The Barrytown Trilogy,Roddy Doyle,Fiction,1995
Under the Sea Wind,Rachel Carson,Fiction,1996
Anaïs Nin,Deirdre Bair,Biography & Autobiography,1996
The Nuclear Age,Tim O'Brien,Fiction,1996
The Van,Roddy Doyle,Fiction,1997
Palimpsest,Gore Vidal,BIOGRAPHY & AUTOBIOGRAPHY,1996
Existentialists and Mystics,Iris Murdoch,Philosophy,1999
Solomon's Song,Bryce Courtenay,Australia,2000
Rachel's Holiday,Marian Keyes,Fiction,1997
Wide Sargasso Sea,Jean Rhys,British,1998
Cod,Mark Kurlansky,History,1998
Age of Iron,J. M. Coetzee,Fiction,1998
White Teeth,Zadie Smith,Fiction,2001
The Autograph Man,Zadie Smith,Fiction,2003
Jemima J.,Jane Green,Fiction,1998
Difficult Conversations,Douglas Stone;Bruce Patton;Sheila Heen,Psychology,2000
One Hundred Years of Solitude,Gabriel García Márquez;Gregory Rabassa,English,1998
My Year of Meats,Ruth L. Ozeki,Fiction,1999
The Farming of Bones,Edwidge Danticat,Fiction,1999
The World of Mr. Mulliner,Pelham Grenville Wodehouse,"Humorous stories, English",1999
Lord of the Flies,William Golding,Fiction,1999
Waiting for the Barbarians,J. M. Coetzee,Fiction,1980
The Metamorphosis and Other Stories,Franz Kafka;Malcolm Pasley,Fiction,2000
The Inimitable Jeeves,Pelham Grenville Wodehouse,Fiction,1999
Shadows and Wind,Robert Templer,History,1998
Wanderlust,Rebecca Solnit,Social Science,2001
The Deep End of the Ocean,Jacquelyn Mitchard,Fiction,1999
The Spell,Alan Hollinghurst,Fiction,2000
Collected Fictions,Jorge Luis Borges;Andrew Hurley,Fiction,1998
Hunger,Lan Samantha Chang,Fiction,2000
For Lust of Knowing,Robert Irwin,Art,2007
Fever Pitch,Nick Hornby,"Authors, English",2000
Spellbound,Jane Green,Fiction,2003
A Year in Provence,Peter Mayle,Biography & Autobiography,2000
"Selected Letters, 1957-1969",Jack Kerouac;Ann Charters,Biography & Autobiography,2000
The Periodic Table,Primo Levi;Raymond Rosenthal,"Authors, Italian",2001
Pleasing Myself,Frank Kermode,American literature,2002
The Basque History of the World,Mark Kurlansky,History,1999
Vinyl Cafe Unplugged,Stuart McLean,Canadian wit and humor,2001
World's End,T. Coraghessan Boyle,Fiction,1988
Descent of Man,T. Coraghessan Boyle,Fiction,1987
Budding Prospects,T. Coraghessan Boyle,Fiction,1990
Little Plum,Rumer Godden,Juvenile Fiction,1987
Pippi Goes on Board,Astrid Lindgren;Louis S. Glanzman,Juvenile Fiction,1977
Charlie and the Great Glass Elevator,Roald Dahl,Adventure stories,1986
Fairy Tales,Terry Jones;Michael Foreman,Children's stories,1987
Strange Attractors,William Sleator,Juvenile Fiction,1991
How Do You Lose Those Ninth-Grade Blues?,Barthe DeClements,Obesity,1993
Seventeen & In-Between,Barthe DeClements,High schools,1993
The Puffin Book of Nonsense Verse,Quentin Blake,Juvenile Nonfiction,1996
Five Children and it,Edith Nesbit,Juvenile Fiction,1996
The Enchanted Castle,E. Nesbit,Juvenile Fiction,2004
Bound for Oregon,Jean Van Leeuwen,Juvenile Fiction,1996
"That was Then, this is Now",S. E. Hinton,Juvenile Fiction,2008
The Complete Poems,William Blake,Literary Criticism,1977
The Canterbury Tales,Geoffrey Chaucer,Poetry,2003
Three Gothic Novels,Horace Walpole;William Beckford;Mary Shelley,Fiction,1968
De Profundis and Other Writings,Oscar Wilde,Fiction,1973
Redburn,Herman Melville,Fiction,1976
The Birth of Tragedy,Friedrich Nietzsche,Literary Criticism,1993
The Pursuit of the Well-beloved and the Well-beloved,Thomas Hardy,Fiction,2007
The Law and the Lady,Wilkie Collins,Fiction,1998
Martin Chuzzlewit,Charles Dickens,Fiction,1999
Selected Writings,Saint Thomas (Aquinas);Ralph McInerny;Ralph M. McInerny,Literary Collections,1998
Ivanhoe,Walter Scott,Fiction,2000
Three Men in a Boat,Jerome Klapka Jerome,Fiction,1999
A Journal of the Plague Year,Daniel Defoe,Fiction,2003
Saint Joan,George Bernard Shaw,Drama,2003
"Maggie, a Girl of the Streets, and Other Tales of New York",Stephen Crane,Fiction,2000
A Christmas Carol and Other Christmas Writings,Charles Dickens,Fiction,2003
The Canterbury Tales,Geoffrey Chaucer,Poetry,1977
"The Comedy of Dante Alighieri, the Florentine: Purgatory",Dante Alighieri,Poetry,1949
Faust,Johann Goethe,Drama,1959
